t_sec,presence,proximity,gaze,sws
1784867924.5,1.00,0.00,0.00,40.1
1784867925.5,1.00,0.00,0.00,40.0
1784867926.5,1.00,0.00,0.00,40.0
1784867927.5,1.00,0.00,0.00,40.0
1784867928.5,1.00,0.00,0.00,40.0
1784867929.5,1.00,0.00,0.00,40.0
1784867930.5,1.00,0.00,0.00,40.0
1784867931.5,1.00,0.00,0.00,40.0
1784867932.5,1.00,0.00,0.00,40.0
1784867933.5,0.99,0.00,0.00,39.8
1784867934.5,0.98,0.00,0.00,39.3
1784867935.5,0.98,0.00,0.00,39.3
1784867936.5,0.98,0.00,0.00,39.3
1784867937.5,0.98,0.00,0.00,39.3
1784867938.5,0.98,0.00,0.00,39.3
1784867939.5,0.98,0.00,0.00,39.3
1784867940.5,0.98,0.00,0.00,39.3
1784867941.5,0.98,0.00,0.00,39.3
1784867942.5,0.98,0.00,0.00,39.3
1784867943.5,0.98,0.00,0.00,39.3
1784867944.5,0.98,0.00,0.00,39.3
1784867945.5,0.98,0.00,0.00,39.3
1784867946.5,0.98,0.00,0.00,39.3
1784867947.5,0.98,0.00,0.00,39.3
1784867948.5,0.98,0.00,0.00,39.3
1784867949.5,0.98,0.00,0.01,39.6
1784867950.5,0.98,0.00,0.04,40.6
1784867951.5,0.98,0.00,0.08,41.6
1784867952.5,0.98,0.00,0.11,42.6
1784867953.5,0.98,0.00,0.14,43.6
1784867954.5,0.98,0.00,0.18,44.6
1784867955.5,0.98,0.00,0.21,45.6
1784867956.5,0.98,0.00,0.23,46.2
1784867957.5,0.98,0.00,0.23,46.2
1784867958.5,0.98,0.00,0.23,46.2
1784867959.5,0.98,0.00,0.23,46.2
1784867960.5,0.98,0.00,0.23,46.2
1784867961.5,0.98,0.00,0.23,46.2
1784867962.5,0.98,0.00,0.23,46.2
1784867963.5,0.99,1.00,0.23,76.5
1784867964.5,1.00,1.00,0.23,77.0
1784867965.5,1.00,1.00,0.23,77.0
1784867966.5,1.00,1.00,0.27,78.0
1784867967.5,1.00,1.00,0.30,79.1
1784867968.5,1.00,1.00,0.31,79.4
1784867969.5,1.00,1.00,0.31,79.4
1784867970.5,1.00,1.00,0.34,80.2
1784867971.5,1.00,1.00,0.37,81.1
1784867972.5,1.00,1.00,0.40,81.9
1784867973.5,1.00,1.00,0.43,82.8
1784867974.5,1.00,1.00,0.46,83.8
1784867975.5,1.00,1.00,0.49,84.8
1784867976.5,1.00,1.00,0.53,85.9
1784867977.5,1.00,1.00,0.56,86.8
1784867978.5,1.00,1.00,0.59,87.8
1784867979.5,0.99,1.00,0.61,88.0
1784867980.5,0.99,1.00,0.59,87.6
1784867981.5,0.99,1.00,0.58,87.1
1784867982.5,0.99,1.00,0.55,86.4
1784867983.5,0.99,1.00,0.55,86.4
1784867984.5,0.99,1.00,0.54,85.8
1784867985.5,0.99,1.00,0.52,85.2
1784867986.5,0.99,1.00,0.49,84.6
1784867987.5,0.99,1.00,0.51,84.9
1784867988.5,0.99,1.00,0.54,85.9
1784867989.5,0.99,1.00,0.57,87.0
1784867990.5,0.99,1.00,0.61,88.0
1784867991.5,0.99,1.00,0.64,89.0
1784867992.5,0.99,1.00,0.67,90.0
1784867993.5,0.99,1.00,0.70,90.7
1784867994.5,0.99,1.00,0.73,91.7
1784867995.5,0.99,1.00,0.76,92.7
1784867996.5,0.99,1.00,0.76,92.7
1784867997.5,0.99,1.00,0.76,92.7
1784867998.5,0.99,1.00,0.79,93.4
1784867999.5,0.99,1.00,0.82,94.4
1784868000.5,0.99,1.00,0.82,94.3
1784868001.5,0.99,1.00,0.83,94.4
1784868002.5,0.99,1.00,0.83,94.6
1784868003.5,0.99,1.00,0.83,94.3
1784868004.5,0.99,1.00,0.82,94.1
1784868005.5,0.99,1.00,0.79,93.1
1784868006.5,0.99,1.00,0.76,92.1
1784868007.5,0.99,1.00,0.73,91.2
1784868008.5,0.99,1.00,0.70,90.4
1784868009.5,0.99,1.00,0.70,90.6
1784868010.5,0.99,1.00,0.70,90.7
1784868011.5,0.99,1.00,0.70,90.5
1784868012.5,0.99,1.00,0.70,90.6
1784868013.5,0.99,1.00,0.70,90.6
1784868014.5,0.99,1.00,0.68,90.2
1784868015.5,0.99,1.00,0.67,89.9
1784868016.5,0.99,1.00,0.68,90.1
1784868017.5,0.99,1.00,0.67,89.9
1784868018.5,0.99,1.00,0.64,88.8
1784868019.5,0.99,1.00,0.60,87.7
1784868020.5,0.99,1.00,0.56,86.6
1784868021.5,0.99,1.00,0.53,85.7
1784868022.5,0.99,1.00,0.53,85.7
1784868023.5,0.99,1.00,0.53,85.7
1784868024.5,0.99,1.00,0.53,85.7
1784868025.5,0.99,1.00,0.53,85.7
1784868026.5,0.99,1.00,0.53,85.3
1784868027.5,0.99,1.00,0.51,84.8
1784868028.5,0.99,1.00,0.51,84.8
1784868029.5,0.99,1.00,0.51,84.8
1784868030.5,0.99,1.00,0.51,85.1
1784868031.5,0.99,1.00,0.51,85.1
1784868032.5,0.99,1.00,0.51,85.1
1784868033.5,1.00,1.00,0.51,85.3
1784868034.5,1.00,1.00,0.49,84.4
1784868035.5,1.00,1.00,0.49,84.4
1784868036.5,1.00,1.00,0.50,84.7
1784868037.5,1.00,1.00,0.53,85.8
1784868038.5,1.00,1.00,0.53,85.8
1784868039.5,1.00,1.00,0.51,85.2
1784868040.5,1.00,1.00,0.50,84.7
1784868041.5,1.00,1.00,0.49,84.5
1784868042.5,1.00,1.00,0.47,84.1
1784868043.5,1.00,1.00,0.44,83.1
1784868044.5,1.00,1.00,0.44,83.1
1784868045.5,1.00,1.00,0.45,83.4
1784868046.5,1.00,1.00,0.46,83.7
1784868047.5,1.00,1.00,0.46,83.6
1784868048.5,1.00,1.00,0.46,83.6
1784868049.5,1.00,1.00,0.46,83.6
1784868050.5,1.00,1.00,0.47,84.0
1784868051.5,1.00,1.00,0.47,83.8
1784868052.5,1.00,1.00,0.45,83.4
1784868053.5,1.00,1.00,0.45,83.4
1784868054.5,1.00,1.00,0.42,82.4
1784868055.5,1.00,1.00,0.39,81.4
1784868056.5,1.00,1.00,0.36,80.8
1784868057.5,1.00,1.00,0.35,80.6
1784868058.5,1.00,1.00,0.33,79.9
1784868059.5,1.00,1.00,0.30,79.1
1784868060.5,1.00,1.00,0.27,78.2
1784868061.5,1.00,1.00,0.24,77.2
1784868062.5,1.00,1.00,0.20,76.1
1784868063.5,1.00,1.00,0.18,75.3
1784868064.5,1.00,1.00,0.18,75.4
1784868065.5,1.00,1.00,0.18,75.4
1784868066.5,1.00,1.00,0.17,75.0
1784868067.5,1.00,1.00,0.12,73.7
1784868068.5,1.00,1.00,0.12,73.7
1784868069.5,1.00,1.00,0.15,74.6
1784868070.5,1.00,1.00,0.17,75.2
1784868071.5,1.00,1.00,0.20,75.9
1784868072.5,1.00,1.00,0.24,77.1
1784868073.5,1.00,1.00,0.26,77.9
1784868074.5,1.00,1.00,0.27,78.1
1784868075.5,1.00,1.00,0.28,78.3
1784868076.5,1.00,1.00,0.26,77.8
1784868077.5,1.00,1.00,0.26,77.9
1784868078.5,1.00,1.00,0.27,78.0
1784868079.5,1.00,1.00,0.28,78.5
1784868080.5,1.00,1.00,0.28,78.4
1784868081.5,1.00,1.00,0.29,78.8
1784868082.5,1.00,1.00,0.27,78.1
1784868083.5,1.00,1.00,0.24,77.1
1784868084.5,1.00,1.00,0.26,77.8
1784868085.5,1.00,1.00,0.27,78.0
1784868086.5,1.00,1.00,0.27,78.1
1784868087.5,1.00,1.00,0.27,78.0
1784868088.5,1.00,1.00,0.26,77.8
1784868089.5,1.00,1.00,0.26,77.9
1784868090.5,1.00,1.00,0.27,78.2
1784868091.5,1.00,1.00,0.30,78.9
1784868092.5,1.00,1.00,0.31,79.4
1784868093.5,1.00,1.00,0.30,79.1
1784868094.5,1.00,1.00,0.30,79.0
1784868095.5,1.00,1.00,0.30,79.0
1784868096.5,1.00,1.00,0.30,79.0
1784868097.5,1.00,1.00,0.30,79.0
1784868098.5,1.00,1.00,0.30,78.9
1784868099.5,1.00,1.00,0.27,78.2
1784868100.5,1.00,1.00,0.26,77.8
1784868101.5,1.00,1.00,0.24,77.2
1784868102.5,1.00,1.00,0.21,76.3
1784868103.5,1.00,1.00,0.19,75.7
1784868104.5,1.00,1.00,0.18,75.5
1784868105.5,1.00,1.00,0.17,75.1
1784868106.5,1.00,1.00,0.17,75.0
1784868107.5,1.00,1.00,0.16,74.9
1784868108.5,1.00,1.00,0.16,74.8
1784868109.5,1.00,1.00,0.15,74.4
1784868110.5,1.00,1.00,0.14,74.1
1784868111.5,1.00,1.00,0.13,73.8
1784868112.5,1.00,1.00,0.12,73.7
1784868113.5,1.00,1.00,0.12,73.5
1784868114.5,1.00,1.00,0.10,72.9
1784868115.5,1.00,1.00,0.10,72.9
1784868116.5,1.00,1.00,0.09,72.8
1784868117.5,1.00,1.00,0.09,72.6
1784868118.5,1.00,1.00,0.08,72.5
1784868119.5,1.00,1.00,0.07,72.2
1784868120.5,1.00,1.00,0.06,71.7
1784868121.5,1.00,1.00,0.03,70.9
1784868122.5,1.00,1.00,0.01,70.2
1784868123.5,1.00,1.00,0.01,70.2
1784868124.5,1.00,1.00,0.01,70.2
1784868125.5,1.00,1.00,0.01,70.2
1784868126.5,1.00,1.00,0.01,70.2
1784868127.5,1.00,1.00,0.01,70.2
1784868128.5,1.00,1.00,0.01,70.2
1784868129.5,1.00,1.00,0.01,70.2
1784868130.5,1.00,1.00,0.01,70.2
1784868131.5,1.00,1.00,0.01,70.2
1784868132.5,1.00,1.00,0.01,70.2
1784868133.5,1.00,1.00,0.01,70.2
1784868134.5,1.00,1.00,0.01,70.2
1784868135.5,1.00,1.00,0.01,70.2
1784868136.5,1.00,1.00,0.01,70.2
1784868137.5,1.00,1.00,0.01,70.2
1784868138.5,1.00,1.00,0.01,70.2
1784868139.5,1.00,1.00,0.01,70.2
1784868140.5,1.00,1.00,0.02,70.5
1784868141.5,1.00,1.00,0.02,70.5
1784868142.5,1.00,1.00,0.02,70.5
1784868143.5,1.00,1.00,0.02,70.5
1784868144.5,1.00,1.00,0.02,70.5
1784868145.5,1.00,1.00,0.01,70.3
1784868146.5,1.00,1.00,0.01,70.3
1784868147.5,1.00,1.00,0.01,70.3
1784868148.5,1.00,1.00,0.01,70.3
1784868149.5,1.00,1.00,0.01,70.3
1784868150.5,1.00,1.00,0.01,70.3
1784868151.5,1.00,1.00,0.01,70.3
1784868152.5,1.00,1.00,0.01,70.3
1784868153.5,1.00,1.00,0.01,70.3
1784868154.5,1.00,1.00,0.01,70.3
1784868155.5,1.00,1.00,0.01,70.3
1784868156.5,1.00,1.00,0.04,71.1
1784868157.5,1.00,1.00,0.07,72.1
1784868158.5,1.00,1.00,0.07,72.2
1784868159.5,1.00,1.00,0.07,72.2
1784868160.5,1.00,1.00,0.07,72.2
1784868161.5,1.00,1.00,0.08,72.3
1784868162.5,1.00,1.00,0.08,72.3
1784868163.5,1.00,1.00,0.08,72.3
1784868164.5,1.00,1.00,0.09,72.8
1784868165.5,1.00,1.00,0.11,73.3
1784868166.5,1.00,1.00,0.13,73.8
1784868167.5,1.00,1.00,0.16,74.9
1784868168.5,1.00,1.00,0.20,75.9
1784868169.5,1.00,1.00,0.23,77.0
1784868170.5,1.00,1.00,0.26,77.7
1784868171.5,1.00,1.00,0.28,78.5
1784868172.5,1.00,1.00,0.31,79.4
1784868173.5,1.00,1.00,0.35,80.5
1784868174.5,1.00,1.00,0.38,81.4
1784868175.5,1.00,1.00,0.42,82.5
1784868176.5,1.00,1.00,0.44,83.1
1784868177.5,1.00,1.00,0.44,83.2
1784868178.5,0.99,1.00,0.45,83.0
1784868179.5,0.95,1.00,0.45,81.7
1784868180.5,0.95,1.00,0.45,81.7
1784868181.5,0.95,1.00,0.48,82.7
1784868182.5,0.95,1.00,0.49,82.9
1784868183.5,0.95,1.00,0.52,83.6
1784868184.5,0.95,1.00,0.55,84.6
1784868185.5,0.95,1.00,0.58,85.7
1784868186.5,0.95,1.00,0.58,85.7
1784868187.5,0.95,1.00,0.58,85.6
1784868188.5,0.95,1.00,0.58,85.5
1784868189.5,0.95,1.00,0.57,85.3
1784868190.5,0.95,1.00,0.59,85.9
1784868191.5,0.95,1.00,0.62,86.7
1784868192.5,0.95,1.00,0.61,86.4
1784868193.5,0.95,1.00,0.61,86.4
1784868194.5,0.95,1.00,0.59,85.9
1784868195.5,0.95,1.00,0.58,85.5
1784868196.5,0.95,1.00,0.56,85.0
1784868197.5,0.95,1.00,0.53,84.0
1784868198.5,0.95,1.00,0.49,83.0
1784868199.5,0.95,1.00,0.46,82.0
1784868200.5,0.95,1.00,0.45,81.7
1784868201.5,0.95,1.00,0.46,81.9
1784868202.5,0.95,1.00,0.46,82.0
1784868203.5,0.95,1.00,0.43,81.0
1784868204.5,0.95,1.00,0.40,80.3
1784868205.5,0.95,1.00,0.38,79.6
1784868206.5,0.95,1.00,0.37,79.1
1784868207.5,0.95,1.00,0.38,79.4
1784868208.5,0.96,1.00,0.39,80.0
1784868209.5,0.99,1.00,0.40,81.8
1784868210.5,1.00,1.00,0.41,82.2
1784868211.5,0.99,1.00,0.39,81.3
1784868212.5,0.99,1.00,0.40,81.6
1784868213.5,0.99,1.00,0.37,80.7
1784868214.5,0.99,1.00,0.32,79.4
1784868215.5,0.99,1.00,0.28,78.0
1784868216.5,0.99,1.00,0.26,77.5
1784868217.5,0.99,1.00,0.27,77.6
1784868218.5,0.99,1.00,0.31,78.8
1784868219.5,0.99,1.00,0.35,80.2
1784868220.5,0.99,1.00,0.37,80.7
1784868221.5,0.99,1.00,0.35,80.2
1784868222.5,0.99,1.00,0.35,80.2
1784868223.5,0.99,1.00,0.35,80.2
1784868224.5,0.99,1.00,0.35,80.2
1784868225.5,0.99,1.00,0.35,80.1
1784868226.5,0.99,1.00,0.39,81.2
1784868227.5,0.99,1.00,0.43,82.6
1784868228.5,0.99,1.00,0.48,83.9
1784868229.5,0.99,1.00,0.52,85.2
1784868230.5,0.99,1.00,0.53,85.7
1784868231.5,0.99,1.00,0.53,85.7
1784868232.5,0.99,1.00,0.53,85.7
1784868233.5,0.99,1.00,0.58,87.0
1784868234.5,0.99,1.00,0.61,88.1
1784868235.5,0.99,1.00,0.64,88.7
1784868236.5,1.00,1.00,0.65,89.4
1784868237.5,1.00,1.00,0.67,89.9
1784868238.5,1.00,1.00,0.67,89.8
1784868239.5,1.00,1.00,0.64,89.1
1784868240.5,1.00,1.00,0.65,89.2
1784868241.5,1.00,1.00,0.66,89.7
1784868242.5,1.00,1.00,0.63,89.0
1784868243.5,1.00,1.00,0.63,88.9
1784868244.5,1.00,1.00,0.63,88.9
1784868245.5,1.00,1.00,0.63,88.9
1784868246.5,1.00,1.00,0.62,88.5
1784868247.5,1.00,1.00,0.58,87.5
1784868248.5,1.00,1.00,0.55,86.5
1784868249.5,1.00,1.00,0.52,85.5
1784868250.5,1.00,1.00,0.48,84.5
1784868251.5,1.00,1.00,0.47,84.0
1784868252.5,1.00,1.00,0.47,84.0
1784868253.5,1.00,1.00,0.47,84.0
1784868254.5,1.00,1.00,0.47,84.0
1784868255.5,1.00,1.00,0.47,84.1
1784868256.5,1.00,1.00,0.47,84.1
1784868257.5,1.00,1.00,0.44,83.1
1784868258.5,1.00,1.00,0.40,82.1
1784868259.5,1.00,1.00,0.38,81.5
1784868260.5,1.00,1.00,0.37,81.0
1784868261.5,1.00,1.00,0.33,80.0
1784868262.5,1.00,1.00,0.30,79.0
1784868263.5,1.00,1.00,0.27,78.0
1784868264.5,1.00,1.00,0.23,77.0
1784868265.5,1.00,1.00,0.20,76.0
1784868266.5,1.00,1.00,0.17,75.0
1784868267.5,1.00,1.00,0.13,74.0
1784868268.5,1.00,1.00,0.11,73.4
1784868269.5,1.00,1.00,0.11,73.4
1784868270.5,1.00,1.00,0.09,72.7
1784868271.5,1.00,1.00,0.06,71.8
1784868272.5,1.00,1.00,0.06,71.8
1784868273.5,1.00,1.00,0.06,71.8
1784868274.5,1.00,1.00,0.06,71.8
1784868275.5,1.00,1.00,0.06,71.8
1784868276.5,1.00,1.00,0.06,71.8
1784868277.5,1.00,1.00,0.06,71.8
1784868278.5,1.00,1.00,0.06,71.8
1784868279.5,1.00,1.00,0.06,71.8
1784868280.5,1.00,1.00,0.06,71.8
1784868281.5,1.00,1.00,0.06,71.8
1784868282.5,1.00,1.00,0.06,71.8
1784868283.5,1.00,1.00,0.06,71.8
1784868284.5,1.00,1.00,0.06,71.8
1784868285.5,1.00,1.00,0.06,71.7
1784868286.5,1.00,1.00,0.03,70.9
1784868287.5,1.00,1.00,0.03,70.9
1784868288.5,1.00,1.00,0.03,70.9
1784868289.5,1.00,1.00,0.02,70.5
1784868290.5,1.00,1.00,0.00,70.0
1784868291.5,1.00,1.00,0.00,70.0
1784868292.5,1.00,1.00,0.00,70.0
1784868293.5,1.00,1.00,0.00,70.0
1784868294.5,1.00,1.00,0.00,70.0
1784868295.5,1.00,1.00,0.00,70.0
1784868296.5,1.00,1.00,0.00,70.0
1784868297.5,1.00,1.00,0.00,70.0
1784868298.5,1.00,1.00,0.00,70.0
1784868299.5,1.00,1.00,0.00,70.0
1784868300.5,1.00,1.00,0.00,70.0
1784868301.5,1.00,1.00,0.00,70.0
1784868302.5,1.00,1.00,0.00,70.0
1784868303.5,1.00,1.00,0.00,70.0
1784868304.5,1.00,1.00,0.00,70.0
1784868305.5,1.00,1.00,0.00,70.0
1784868306.5,1.00,1.00,0.00,70.0
1784868307.5,1.00,1.00,0.00,70.0
1784868308.5,1.00,1.00,0.00,70.0
1784868309.5,1.00,1.00,0.00,70.0
1784868310.5,1.00,1.00,0.00,70.0
1784868311.5,1.00,1.00,0.00,70.0
1784868312.5,1.00,1.00,0.00,70.0
1784868313.5,1.00,1.00,0.00,70.0
1784868314.5,1.00,1.00,0.00,70.0
1784868315.5,1.00,1.00,0.00,70.0
1784868316.5,1.00,1.00,0.00,70.0
1784868317.5,1.00,1.00,0.00,70.0
1784868318.5,1.00,1.00,0.00,70.0
1784868319.5,1.00,1.00,0.00,70.0
1784868320.5,1.00,1.00,0.00,70.0
1784868321.5,1.00,1.00,0.00,70.0
1784868322.5,1.00,1.00,0.00,70.0
1784868323.5,1.00,1.00,0.00,70.0
1784868324.5,1.00,1.00,0.00,70.0
1784868325.5,1.00,1.00,0.00,70.0
1784868326.5,1.00,1.00,0.00,70.0
1784868327.5,1.00,1.00,0.00,70.0
1784868328.5,1.00,1.00,0.00,70.0
1784868329.5,1.00,1.00,0.00,70.0
1784868330.5,1.00,1.00,0.00,70.0
1784868331.5,1.00,1.00,0.00,70.0
1784868332.5,1.00,1.00,0.00,70.0
1784868333.5,1.00,1.00,0.00,70.0
1784868334.5,1.00,1.00,0.00,70.0
1784868335.5,1.00,1.00,0.00,70.0
1784868336.5,1.00,1.00,0.00,70.0
1784868337.5,1.00,1.00,0.00,70.0
1784868338.5,1.00,1.00,0.00,70.0
1784868339.5,1.00,1.00,0.00,70.0
1784868340.5,1.00,1.00,0.00,70.0
1784868341.5,1.00,1.00,0.00,70.0
1784868342.5,1.00,1.00,0.00,70.0
1784868343.5,1.00,1.00,0.00,70.0
1784868344.5,1.00,1.00,0.00,70.0
1784868345.5,1.00,1.00,0.00,70.0
1784868346.5,1.00,1.00,0.00,70.0
1784868347.5,1.00,1.00,0.00,70.0
1784868348.5,1.00,1.00,0.00,70.0
1784868349.5,1.00,1.00,0.00,70.0
1784868350.5,1.00,1.00,0.00,70.0
1784868351.5,1.00,1.00,0.00,70.0
1784868352.5,1.00,1.00,0.00,70.0
1784868353.5,1.00,1.00,0.00,70.0
1784868354.5,1.00,1.00,0.00,70.0
1784868355.5,1.00,1.00,0.00,70.0
1784868356.5,1.00,1.00,0.00,70.0
1784868357.5,1.00,1.00,0.00,70.0
1784868358.5,1.00,1.00,0.00,70.0
1784868359.5,1.00,1.00,0.00,70.0
1784868360.5,1.00,1.00,0.00,70.0
1784868361.5,1.00,1.00,0.00,70.0
1784868362.5,1.00,1.00,0.00,70.0
1784868363.5,1.00,1.00,0.01,70.3
1784868364.5,1.00,1.00,0.04,71.3
1784868365.5,1.00,1.00,0.08,72.3
1784868366.5,1.00,1.00,0.11,73.3
1784868367.5,1.00,1.00,0.14,74.3
1784868368.5,1.00,1.00,0.18,75.4
1784868369.5,1.00,1.00,0.21,76.4
1784868370.5,1.00,1.00,0.25,77.4
1784868371.5,1.00,1.00,0.28,78.4
1784868372.5,1.00,1.00,0.31,79.4
1784868373.5,1.00,1.00,0.35,80.4
1784868374.5,1.00,1.00,0.38,81.4
1784868375.5,1.00,1.00,0.41,82.4
1784868376.5,1.00,1.00,0.45,83.4
1784868377.5,1.00,1.00,0.48,84.4
1784868378.5,1.00,1.00,0.52,85.5
1784868379.5,1.00,1.00,0.55,86.4
1784868380.5,1.00,1.00,0.56,86.7
1784868381.5,1.00,1.00,0.56,86.7
1784868382.5,1.00,1.00,0.56,86.9
1784868383.5,1.00,1.00,0.60,87.9
1784868384.5,1.00,1.00,0.60,87.9
1784868385.5,1.00,1.00,0.59,87.8
1784868386.5,1.00,1.00,0.59,87.8
1784868387.5,1.00,1.00,0.59,87.8
1784868388.5,1.00,1.00,0.59,87.8
1784868389.5,1.00,1.00,0.59,87.8
1784868390.5,1.00,1.00,0.59,87.8
1784868391.5,0.99,1.00,0.59,87.5
1784868392.5,0.97,1.00,0.60,86.9
1784868393.5,0.97,1.00,0.62,87.6
1784868394.5,0.97,1.00,0.62,87.6
1784868395.5,0.97,1.00,0.62,87.6
1784868396.5,0.97,1.00,0.60,86.9
1784868397.5,0.97,1.00,0.56,85.9
1784868398.5,0.97,1.00,0.53,84.9
1784868399.5,0.97,1.00,0.50,83.9
1784868400.5,0.97,1.00,0.47,83.1
1784868401.5,0.97,1.00,0.44,82.1
1784868402.5,0.97,1.00,0.40,81.1
1784868403.5,0.97,1.00,0.40,80.9
1784868404.5,0.97,1.00,0.40,80.9
1784868405.5,0.97,1.00,0.40,80.9
1784868406.5,0.97,1.00,0.40,80.9
1784868407.5,0.97,1.00,0.40,80.9
1784868408.5,0.97,1.00,0.40,80.9
1784868409.5,0.97,1.00,0.40,80.9
1784868410.5,0.97,1.00,0.42,81.6
1784868411.5,0.97,1.00,0.45,82.6
1784868412.5,0.97,1.00,0.46,82.8
1784868413.5,0.97,1.00,0.43,81.8
1784868414.5,0.97,1.00,0.43,81.9
1784868415.5,0.97,0.95,0.44,80.5
1784868416.5,0.97,0.88,0.45,78.9
1784868417.5,0.97,0.82,0.45,77.1
1784868418.5,0.97,0.75,0.45,75.1
1784868419.5,0.97,0.71,0.46,74.2
1784868420.5,0.97,0.70,0.48,74.2
1784868421.5,0.98,0.72,0.49,75.5
1784868422.5,1.00,0.69,0.50,75.7
1784868423.5,0.99,0.70,0.48,74.8
1784868424.5,0.98,0.72,0.44,74.2
1784868425.5,0.98,0.75,0.40,73.8
1784868426.5,0.98,0.77,0.39,74.1
1784868427.5,0.98,0.78,0.39,74.7
1784868428.5,0.98,0.80,0.39,75.1
1784868429.5,0.98,0.81,0.39,75.5
1784868430.5,0.98,0.82,0.38,75.6
1784868431.5,0.98,0.84,0.38,76.0
1784868432.5,0.98,0.84,0.38,76.2
1784868433.5,0.98,0.85,0.36,75.7
1784868434.5,0.98,0.86,0.33,75.1
1784868435.5,0.98,0.87,0.29,74.1
1784868436.5,0.98,0.87,0.25,73.1
1784868437.5,0.98,0.88,0.21,72.1
1784868438.5,0.98,0.88,0.17,71.0
1784868439.5,0.98,0.89,0.13,70.0
1784868440.5,0.98,0.89,0.09,68.9
1784868441.5,0.98,0.90,0.05,67.8
1784868442.5,0.98,0.90,0.04,67.4
1784868443.5,0.98,0.90,0.05,68.0
1784868444.5,0.98,0.90,0.06,68.3
1784868445.5,0.98,0.92,0.07,69.1
1784868446.5,0.98,0.93,0.06,69.2
1784868447.5,0.98,0.95,0.05,69.6
1784868448.5,0.98,0.97,0.05,70.1
1784868449.5,0.98,0.98,0.05,70.3
1784868450.5,0.99,0.98,0.05,70.5
1784868451.5,0.99,0.96,0.05,69.9
1784868452.5,0.99,0.96,0.05,69.8
1784868453.5,0.99,0.95,0.04,69.4
1784868454.5,1.00,0.95,0.04,69.7
1784868455.5,1.00,0.95,0.04,69.7
1784868456.5,1.00,0.95,0.04,69.7
1784868457.5,1.00,0.95,0.04,69.7
1784868458.5,1.00,0.95,0.04,69.7
1784868459.5,1.00,0.95,0.04,69.7
1784868460.5,1.00,0.95,0.04,69.7
1784868461.5,1.00,0.95,0.04,69.7
1784868462.5,1.00,0.95,0.04,69.7
1784868463.5,1.00,0.95,0.03,69.6
1784868464.5,1.00,0.95,0.03,69.6
1784868465.5,1.00,0.95,0.03,69.6
1784868466.5,1.00,0.95,0.03,69.6
1784868467.5,1.00,0.95,0.03,69.6
1784868468.5,1.00,0.95,0.03,69.6
1784868469.5,1.00,0.95,0.03,69.6
1784868470.5,1.00,0.95,0.03,69.6
1784868471.5,1.00,0.95,0.03,69.6
1784868472.5,1.00,0.95,0.03,69.6
1784868473.5,1.00,0.95,0.02,69.2
1784868474.5,1.00,0.95,0.01,69.0
